ticker,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Capital Expenditure,Interest Paid Supplemental Data,Income Tax Paid Supplemental Data,End Cash Position,Beginning Cash Position,Effect Of Exchange Rate Changes,Changes In Cash,Financing Cash Flow,Cash Flow From Continuing Financing Activities,Net Other Financing Charges,Proceeds From Stock Option Exercised,Cash Dividends Paid,Common Stock Dividend Paid,Net Common Stock Issuance,Common Stock Payments,Net Issuance Payments Of Debt,Net Short Term Debt Issuance,Net Long Term Debt Issuance,Long Term Debt Payments,Long Term Debt Issuance,Investing Cash Flow,Cash Flow From Continuing Investing Activities,Net Other Investing Changes,Net Investment Purchase And Sale,Sale Of Investment,Purchase Of Investment,Net Business Purchase And Sale,Sale Of Business,Purchase Of Business,Net PPE Purchase And Sale,Sale Of PPE,Purchase Of PPE,Operating Cash Flow,Cash Flow From Continuing Operating Activities,Change In Working Capital,Change In Payables And Accrued Expense,Change In Payable,Change In Account Payable,Change In Tax Payable,Change In Income Tax Payable,Change In Inventory,Change In Receivables,Changes In Account Receivables,Other Non Cash Items,Stock Based Compensation,Asset Impairment Charge,Deferred Tax,Deferred Income Tax,Depreciation Amortization Depletion,Depreciation And Amortization,Operating Gains Losses,Pension And Employee Benefit Expense,Gain Loss On Sale Of Business,Net Income From Continuing Operations,Capital Expenditure Reported,Change In Other Working Capital,Change In Other Current Assets,Change In Accrued Expense,Change In Prepaid Assets,Amortization Cash Flow,Amortization Of Intangibles,Depreciation,Gain Loss On Investment Securities,Short Term Debt Payments,Short Term Debt Issuance,Provisionand Write Offof Assets,Issuance Of Capital Stock,Common Stock Issuance,Change In Other Current Liabilities,Unrealized Gain Loss On Investment Securities,Gain Loss On Sale Of PPE,Earnings Losses From Equity Investments,Other Cash Adjustment Inside Changein Cash,Net Preferred Stock Issuance,Preferred Stock Issuance,Net Foreign Currency Exchange Gain Loss,Amortization Of Securities,Net Intangibles Purchase And Sale,Purchase Of Intangibles,Cash From Discontinued Financing Activities,Cash From Discontinued Investing Activities,Cash From Discontinued Operating Activities,Preferred Stock Dividend Paid,Dividend Received Cfo,Preferred Stock Payments,Net Investment Properties Purchase And Sale,Sale Of Investment Properties,Purchase Of Investment Properties,Other Cash Adjustment Outside Changein Cash,Change In Interest Payable,Dividends Received Cfi,Sale Of Intangibles,Excess Tax Benefit From Stock Based Compensation,Interest Received Cfi,Cash Flow From Discontinued Operation,Depletion,Interest Paid Cff,Taxes Refund Paid,Cash Flowsfromusedin Operating Activities Direct,Classesof Cash Payments,Other Cash Paymentsfrom Operating Activities,Paymentson Behalfof Employees,Classesof Cash Receiptsfrom Operating Activities,Other Cash Receiptsfrom Operating Activities,Dividend Paid Cfo,Interest Paid Cfo
CSCO,13288000000.0,-7222000000.0,-22073000000.0,19292000000.0,-905000000.0,1500000000.0,3892000000.0,8910000000.0,8842000000.0,-43000000.0,111000000.0,-15815000000.0,-15815000000.0,-80000000.0,,-6437000000.0,-6437000000.0,-6486000000.0,-7222000000.0,-2812000000.0,-31000000.0,-2781000000.0,-22073000000.0,19292000000.0,1733000000.0,1733000000.0,9000000.0,2920000000.0,7892000000.0,-4972000000.0,-291000000.0,,-291000000.0,-905000000.0,,-905000000.0,14193000000.0,14193000000.0,-1292000000.0,204000000.0,257000000.0,257000000.0,,,209000000.0,192000000.0,-22000000.0,,3641000000.0,,-1133000000.0,-1133000000.0,2811000000.0,2811000000.0,-38000000.0,,-38000000.0,10180000000.0,,-1591000000.0,-499000000.0,-53000000.0,,,,2811000000.0,,,,24000000.0,736000000.0,736000000.0,193000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C,-26169000000.0,-7524000000.0,-92957000000.0,99075000000.0,-6500000000.0,88027000000.0,5798000000.0,276532000000.0,260932000000.0,-12677000000.0,28277000000.0,-38304000000.0,-38304000000.0,-454000000.0,,-5199000000.0,,-2474000000.0,-2474000000.0,17166000000.0,11048000000.0,6118000000.0,-92957000000.0,99075000000.0,86250000000.0,86250000000.0,2512000000.0,34217000000.0,301641000000.0,-267424000000.0,0.0,,0.0,222000000.0,222000000.0,,-19669000000.0,-19669000000.0,-59031000000.0,,,,,,,,,14051000000.0,,0.0,-1896000000.0,-1896000000.0,4311000000.0,4311000000.0,103000000.0,,0.0,12684000000.0,-6500000000.0,-46537000000.0,-4026000000.0,,,,,,-328000000.0,,,,5282000000.0,,-7692000000.0,,,,,232000000.0,5282000000.0,,,,,,,,,,-5050000000.0,,,,,,,,,,,,,,,,,,,,,
CFG,1879000000.0,-1350000000.0,-14286000000.0,13185000000.0,-122000000.0,4375000000.0,208000000.0,10601000000.0,11628000000.0,,-1027000000.0,-6015000000.0,-6015000000.0,18000000.0,,-903000000.0,-769000000.0,-1050000000.0,-1050000000.0,-1606000000.0,-505000000.0,-1101000000.0,-14286000000.0,13185000000.0,2987000000.0,2987000000.0,-93000000.0,-2170000000.0,7585000000.0,-9755000000.0,0.0,,0.0,,,,2001000000.0,2001000000.0,-571000000.0,,,,,,,,,-24000000.0,97000000.0,,-177000000.0,-177000000.0,498000000.0,498000000.0,-18000000.0,,,1509000000.0,-122000000.0,,-261000000.0,,,,,,,,,,392000000.0,,-310000000.0,,,,,92000000.0,392000000.0,,,,,,,,-134000000.0,,-300000000.0,,,,,,,,,,,,,,,,,,,,,
CLX,761000000.0,-332000000.0,,,-220000000.0,97000000.0,264000000.0,170000000.0,207000000.0,0.0,-37000000.0,-924000000.0,-924000000.0,-16000000.0,26000000.0,-602000000.0,-602000000.0,-332000000.0,-332000000.0,0.0,0.0,,,,-94000000.0,-94000000.0,-2000000.0,,,,128000000.0,128000000.0,,,,,981000000.0,981000000.0,-211000000.0,-124000000.0,-124000000.0,-124000000.0,,,63000000.0,-145000000.0,,-26000000.0,81000000.0,0.0,-18000000.0,-18000000.0,219000000.0,219000000.0,112000000.0,0.0,112000000.0,824000000.0,-220000000.0,4000000.0,,,-9000000.0,21000000.0,21000000.0,198000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CME,3596500000.0,,0.0,0.0,-94000000.0,129900000.0,1197600000.0,101794100000.0,93109700000.0,,8684400000.0,5076500000.0,5076500000.0,8660700000.0,,-3584200000.0,,,,0.0,,0.0,0.0,0.0,-82600000.0,-82600000.0,,1500000.0,6000000.0,-4500000.0,9900000.0,13500000.0,-3600000.0,-94000000.0,,-94000000.0,3690500000.0,3690500000.0,-188600000.0,-128100000.0,-128100000.0,-10700000.0,-117400000.0,-117400000.0,,-39400000.0,-39400000.0,-3000000.0,89500000.0,,-66400000.0,-66400000.0,336800000.0,336800000.0,-3600000.0,,,3525800000.0,,,740200000.0,,,221700000.0,221700000.0,115100000.0,-3600000.0,,,,,,-761300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMS,-808000000.0,,-952000000.0,1962000000.0,-3178000000.0,677000000.0,69000000.0,178000000.0,248000000.0,,-70000000.0,614000000.0,614000000.0,-28000000.0,,-626000000.0,,286000000.0,,982000000.0,-28000000.0,1010000000.0,-952000000.0,1962000000.0,-3054000000.0,-3054000000.0,,,,,124000000.0,124000000.0,,-160000000.0,,-160000000.0,2370000000.0,2370000000.0,262000000.0,15000000.0,,,,,164000000.0,-155000000.0,,-254000000.0,,33000000.0,142000000.0,142000000.0,1240000000.0,1240000000.0,,,0.0,947000000.0,-3018000000.0,238000000.0,,,,199000000.0,199000000.0,1041000000.0,,,,,286000000.0,286000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KO,4741000000.0,-1795000000.0,-9533000000.0,12061000000.0,-2064000000.0,,,11488000000.0,9692000000.0,-623000000.0,2419000000.0,-6910000000.0,-6910000000.0,-31000000.0,,-8359000000.0,-8359000000.0,-1048000000.0,-1795000000.0,2528000000.0,,2528000000.0,-9533000000.0,12061000000.0,2524000000.0,2524000000.0,429000000.0,949000000.0,6589000000.0,-5640000000.0,3170000000.0,3485000000.0,-315000000.0,-2024000000.0,40000000.0,-2064000000.0,6805000000.0,6805000000.0,-6234000000.0,311000000.0,311000000.0,1134000000.0,-823000000.0,-823000000.0,-520000000.0,-295000000.0,-295000000.0,1952000000.0,286000000.0,,-11000000.0,-11000000.0,1075000000.0,1075000000.0,-912000000.0,,,10649000000.0,,,,,-5667000000.0,,,,,,,,747000000.0,747000000.0,-63000000.0,,,-802000000.0,,,,-110000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTSH,1827000000.0,-605000000.0,-373000000.0,600000000.0,-297000000.0,53000000.0,1120000000.0,2231000000.0,2717000000.0,-49000000.0,-437000000.0,-915000000.0,-915000000.0,,63000000.0,-600000000.0,-600000000.0,-605000000.0,-605000000.0,227000000.0,,227000000.0,-373000000.0,600000000.0,-1646000000.0,-1646000000.0,,266000000.0,268000000.0,-2000000.0,-1615000000.0,0.0,-1615000000.0,-297000000.0,,-297000000.0,2124000000.0,2124000000.0,-510000000.0,-23000000.0,-23000000.0,-23000000.0,,,,-49000000.0,-49000000.0,32000000.0,175000000.0,,-355000000.0,-355000000.0,542000000.0,542000000.0,,,,2240000000.0,,44000000.0,-386000000.0,,,,,,,,,,,,-96000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COIN,2556844000.0,,0.0,1246025000.0,,68543000.0,0.0,14610442000.0,9555429000.0,-48367000.0,5103380000.0,2828921000.0,2828921000.0,1440330000.0,142566000.0,,,,,1246025000.0,0.0,1246025000.0,0.0,1246025000.0,-282385000.0,-282385000.0,-282385000.0,0.0,0.0,0.0,0.0,,,,,,2556844000.0,2556844000.0,-478002000.0,,,,,,,,,-67553000.0,912838000.0,18717000.0,151315000.0,151315000.0,127518000.0,127518000.0,-687055000.0,,,2579066000.0,,-478002000.0,,,,,,,-687055000.0,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,3546000000.0,-1739000000.0,-503000000.0,2000000.0,-561000000.0,302000000.0,933000000.0,1096000000.0,966000000.0,-54000000.0,184000000.0,-3389000000.0,-3389000000.0,-91000000.0,638000000.0,-1789000000.0,-1789000000.0,-1739000000.0,-1739000000.0,-408000000.0,93000000.0,-501000000.0,-503000000.0,2000000.0,-534000000.0,-534000000.0,37000000.0,-10000000.0,564000000.0,-574000000.0,0.0,,0.0,0.0,0.0,,4107000000.0,4107000000.0,344000000.0,516000000.0,,,,,-100000000.0,-56000000.0,,51000000.0,135000000.0,0.0,-77000000.0,-77000000.0,605000000.0,605000000.0,,,,3049000000.0,-561000000.0,-16000000.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMCSA,12543000000.0,-9103000000.0,-3573000000.0,6268000000.0,-15130000000.0,3657000000.0,7096000000.0,7377000000.0,6282000000.0,-26000000.0,1121000000.0,-10883000000.0,-10883000000.0,339000000.0,-9103000000.0,-4814000000.0,-4814000000.0,-9103000000.0,-9103000000.0,2695000000.0,0.0,2695000000.0,-3573000000.0,6268000000.0,-15670000000.0,-15670000000.0,-113000000.0,-1082000000.0,0.0,-1082000000.0,655000000.0,771000000.0,-116000000.0,,,,27673000000.0,27674000000.0,-4943000000.0,-758000000.0,,,,,,136000000.0,,463000000.0,1288000000.0,0.0,-902000000.0,-902000000.0,14802000000.0,14802000000.0,1088000000.0,,,15877000000.0,-12181000000.0,-4611000000.0,290000000.0,,,6072000000.0,6072000000.0,8729000000.0,,,,,,,,,,,,,,,,-2949000000.0,-2949000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAG,1302600000.0,-64000000.0,-744900000.0,338000000.0,-389300000.0,,,68000000.0,77700000.0,-2400000.0,-8600000.0,-1158300000.0,-1158300000.0,2400000.0,-20600000.0,-669200000.0,-669200000.0,-64000000.0,-64000000.0,-406900000.0,-125600000.0,-281300000.0,-281300000.0,0.0,-542200000.0,-542200000.0,-2500000.0,0.0,0.0,0.0,-153800000.0,76800000.0,-230600000.0,-385900000.0,3400000.0,-389300000.0,1691900000.0,1691900000.0,-22800000.0,131000000.0,49600000.0,,,,-35600000.0,106700000.0,173800000.0,-4800000.0,41500000.0,177000000.0,,,390200000.0,390200000.0,-41700000.0,-19600000.0,,1152500000.0,,-224000000.0,,81400000.0,-900000.0,53700000.0,53700000.0,336500000.0,,-463600000.0,338000000.0,,,,,,,-22100000.0,,,,,,,,,,,,,,,,,1300000.0,,,,,,,,,,,,,,,,,
COP,8006000000.0,-5541000000.0,-4981000000.0,5591000000.0,-12118000000.0,806000000.0,3621000000.0,5905000000.0,5899000000.0,-133000000.0,139000000.0,-8835000000.0,-8835000000.0,-258000000.0,,-3646000000.0,-3646000000.0,-5541000000.0,-5541000000.0,610000000.0,,610000000.0,-4981000000.0,5591000000.0,-11150000000.0,-11150000000.0,577000000.0,415000000.0,3768000000.0,-3353000000.0,-24000000.0,,-24000000.0,,,,20124000000.0,20124000000.0,-181000000.0,70000000.0,70000000.0,-543000000.0,613000000.0,613000000.0,-68000000.0,-262000000.0,,455000000.0,,80000000.0,367000000.0,367000000.0,9645000000.0,9599000000.0,-51000000.0,,,9245000000.0,-12118000000.0,,,,79000000.0,,,9599000000.0,,,,,,,,,,,,,,,,,,,,,,564000000.0,,,,,,,,,,,,46000000.0,,,,,,,,,,
ED,-1157000000.0,0.0,-477000000.0,3475000000.0,-4771000000.0,1072000000.0,7000000.0,1333000000.0,1195000000.0,,138000000.0,1797000000.0,1797000000.0,-43000000.0,60000000.0,-1100000000.0,-1100000000.0,0.0,0.0,2880000000.0,-118000000.0,2998000000.0,-477000000.0,3475000000.0,-5273000000.0,-5273000000.0,-502000000.0,,,,0.0,0.0,,,,,3614000000.0,3614000000.0,-921000000.0,22000000.0,-6000000.0,-1000000.0,-5000000.0,-5000000.0,-16000000.0,-245000000.0,-263000000.0,47000000.0,,,416000000.0,416000000.0,2155000000.0,2155000000.0,62000000.0,,62000000.0,1820000000.0,-4771000000.0,-606000000.0,,28000000.0,25000000.0,,,,,,,,,,-101000000.0,,,,,,,,,,,,,,,35000000.0,,,,,,28000000.0,,,,,,,,,,,,,,,,
STZ,1938100000.0,-1123800000.0,-957000000.0,0.0,-1214100000.0,416100000.0,197100000.0,68100000.0,152400000.0,100000.0,-84400000.0,-2261800000.0,-2261800000.0,-88300000.0,73800000.0,-731800000.0,,-1123800000.0,-1123800000.0,-391700000.0,565300000.0,-957000000.0,-957000000.0,0.0,-974800000.0,-974800000.0,23800000.0,,,,215500000.0,409200000.0,-193700000.0,-1214100000.0,,-1214100000.0,3152200000.0,3152200000.0,-134200000.0,52600000.0,101500000.0,101500000.0,,,-152200000.0,90300000.0,90300000.0,-51000000.0,72200000.0,3284400000.0,-210300000.0,-210300000.0,445700000.0,445700000.0,-271400000.0,,-266000000.0,-31100000.0,,-35500000.0,,-48900000.0,-89400000.0,,,445700000.0,,,,,,,,47900000.0,,-5400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEG,-5029000000.0,-999000000.0,-1965000000.0,1120000000.0,-2565000000.0,375000000.0,436000000.0,3129000000.0,454000000.0,,2675000000.0,-2289000000.0,-2289000000.0,-1000000.0,,-444000000.0,-444000000.0,-999000000.0,-999000000.0,-845000000.0,-1644000000.0,799000000.0,-121000000.0,920000000.0,7428000000.0,7428000000.0,10270000000.0,-277000000.0,6005000000.0,-6282000000.0,,,,,,,-2464000000.0,-2464000000.0,-9168000000.0,1121000000.0,,,,,-99000000.0,688000000.0,688000000.0,2356000000.0,,,222000000.0,222000000.0,2007000000.0,2007000000.0,-1619000000.0,,,3738000000.0,-2565000000.0,-10878000000.0,,,,22000000.0,22000000.0,1985000000.0,-1619000000.0,-1844000000.0,200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COO,288100000.0,0.0,-3506800000.0,3524200000.0,-421200000.0,134800000.0,78400000.0,107700000.0,120900000.0,2900000.0,-16100000.0,39200000.0,39200000.0,,33600000.0,0.0,0.0,0.0,0.0,5600000.0,-11800000.0,17400000.0,-3506800000.0,3524200000.0,-764600000.0,-764600000.0,,,,,-343400000.0,0.0,-343400000.0,-421200000.0,,-421200000.0,709300000.0,709300000.0,-333700000.0,-2500000.0,-6100000.0,9300000.0,-15400000.0,-15400000.0,-59300000.0,-117100000.0,-117100000.0,38700000.0,75100000.0,42900000.0,118900000.0,118900000.0,375100000.0,375100000.0,,,,392300000.0,,-42400000.0,-132500000.0,3600000.0,,201200000.0,201200000.0,173900000.0,,,,,,,20100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPRT,1230760000.0,,-49000.0,0.0,-568990000.0,2019000.0,409003000.0,2780531000.0,1514111000.0,2011000.0,1264409000.0,52107000.0,52107000.0,-5282000.0,57438000.0,,,,,-49000.0,0.0,-49000.0,-49000.0,,-587448000.0,-587448000.0,,-41918000.0,3960000000.0,-4001918000.0,-8371000.0,,-8371000.0,-537159000.0,31831000.0,-568990000.0,1799750000.0,1799750000.0,22560000.0,25340000.0,25340000.0,69599000.0,-44259000.0,-44259000.0,4655000.0,-34525000.0,-33950000.0,,38004000.0,,-13440000.0,-13440000.0,217784000.0,217784000.0,-13875000.0,,,1548363000.0,,2637000.0,16705000.0,,7748000.0,,,,,0.0,0.0,354000.0,,,,,-13726000.0,-149000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLW,974000000.0,-165000000.0,-267000000.0,153000000.0,-965000000.0,310000000.0,263000000.0,1768000000.0,1779000000.0,-42000000.0,31000000.0,-1164000000.0,-1164000000.0,25000000.0,76000000.0,-986000000.0,-986000000.0,-165000000.0,-165000000.0,-114000000.0,,-114000000.0,-267000000.0,153000000.0,-744000000.0,-744000000.0,40000000.0,181000000.0,279000000.0,-98000000.0,,,,,,,1939000000.0,1939000000.0,-558000000.0,470000000.0,470000000.0,470000000.0,,,-171000000.0,-717000000.0,-717000000.0,214000000.0,273000000.0,,-33000000.0,-33000000.0,1350000000.0,1350000000.0,101000000.0,,,592000000.0,-965000000.0,-33000000.0,-107000000.0,,,121000000.0,121000000.0,1229000000.0,,,,,,,,,,,,,,-42000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPAY,1765389000.0,-1287998000.0,-9418050000.0,10830000000.0,-175176000.0,496098000.0,374039000.0,4456345000.0,3141535000.0,-223267000.0,1538077000.0,404989000.0,404989000.0,-6474000.0,,,,-859774000.0,-1287998000.0,1271237000.0,-140713000.0,1411950000.0,-9418050000.0,10830000000.0,-807477000.0,-807477000.0,4117000.0,,,,-636418000.0,185506000.0,-821924000.0,-175176000.0,,-175176000.0,1940565000.0,1940565000.0,447854000.0,663222000.0,663222000.0,663222000.0,,,,-176931000.0,,9022000.0,116724000.0,90000000.0,-64718000.0,-64718000.0,351088000.0,351088000.0,-116270000.0,,-121310000.0,1003732000.0,,-15414000.0,-32189000.0,,9166000.0,230982000.0,230982000.0,120106000.0,,,,103133000.0,428224000.0,428224000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CTVA,1548000000.0,-1009000000.0,-2885000000.0,3072000000.0,-597000000.0,244000000.0,707000000.0,3422000000.0,3158000000.0,-93000000.0,357000000.0,-1199000000.0,-1199000000.0,-32000000.0,60000000.0,-458000000.0,-458000000.0,-1009000000.0,-1009000000.0,240000000.0,53000000.0,187000000.0,-2885000000.0,3072000000.0,-589000000.0,-589000000.0,-39000000.0,49000000.0,193000000.0,-144000000.0,-7000000.0,,-7000000.0,5000000.0,5000000.0,,2145000000.0,2296000000.0,-92000000.0,-115000000.0,-115000000.0,-115000000.0,,,1110000000.0,-705000000.0,,520000000.0,,,-365000000.0,-365000000.0,1227000000.0,1227000000.0,143000000.0,160000000.0,,863000000.0,-597000000.0,-382000000.0,,,,685000000.0,685000000.0,542000000.0,,,,,,,,,-17000000.0,,,,,,,,,,,-151000000.0,,,,,,,,,,,,,,,,,,,,,,,,
CSGP,-245300000.0,,-5100000.0,,-637900000.0,31000000.0,99800000.0,4681000000.0,5215900000.0,-900000.0,-534000000.0,-13700000.0,-13700000.0,-33100000.0,24500000.0,,,0.0,,-5100000.0,,-5100000.0,-5100000.0,,-912900000.0,-912900000.0,,0.0,0.0,,-276700000.0,,-276700000.0,-636200000.0,1700000.0,-637900000.0,392600000.0,392600000.0,-119200000.0,65900000.0,65900000.0,43500000.0,22400000.0,22400000.0,,-30200000.0,-30200000.0,150900000.0,89000000.0,36400000.0,-50100000.0,-50100000.0,146900000.0,146900000.0,,,,138700000.0,,-109000000.0,-500000.0,,-7400000.0,,,,,,,,0.0,0.0,-38000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST,6629000000.0,-700000000.0,-2134000000.0,1426000000.0,-4710000000.0,129000000.0,2319000000.0,9906000000.0,13700000000.0,40000000.0,-3834000000.0,-10764000000.0,-10764000000.0,-315000000.0,,-9041000000.0,,-700000000.0,-700000000.0,-708000000.0,8000000.0,-716000000.0,-1214000000.0,498000000.0,-4409000000.0,-4409000000.0,-19000000.0,320000000.0,1790000000.0,-1470000000.0,,,,-4710000000.0,,-4710000000.0,11339000000.0,11339000000.0,611000000.0,1938000000.0,1938000000.0,1938000000.0,,,-2068000000.0,,,315000000.0,818000000.0,-9000000.0,,,2237000000.0,2237000000.0,,,,7367000000.0,,741000000.0,,,,,,,,-920000000.0,928000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
